term,code,preferred_term,category
Hemodialyses,D006435,Renal Dialysis,treatments
"Dialysis, Extracorporeal",D006435,Renal Dialysis,treatments
"Dialyses, Extracorporeal",D006435,Renal Dialysis,treatments
Extracorporeal Dialyses,D006435,Renal Dialysis,treatments
Extracorporeal Dialysis,D006435,Renal Dialysis,treatments
"Hemodialysis, Home",D006437,"Hemodialysis, Home",treatments
Home Hemodialysis,D006437,"Hemodialysis, Home",treatments
"Hemodialyses, Home",D006437,"Hemodialysis, Home",treatments
Home Hemodialyses,D006437,"Hemodialysis, Home",treatments
"Renal Dialysis, Home",D006437,"Hemodialysis, Home",treatments
"Dialyses, Home Renal",D006437,"Hemodialysis, Home",treatments
"Dialysis, Home Renal",D006437,"Hemodialysis, Home",treatments
Home Renal Dialyses,D006437,"Hemodialysis, Home",treatments
Home Renal Dialysis,D006437,"Hemodialysis, Home",treatments
"Renal Dialyses, Home",D006437,"Hemodialysis, Home",treatments
Hemodilution,D006438,Hemodilution,treatments
Hemodilutions,D006438,Hemodilution,treatments
Hemofiltration,D006440,Hemofiltration,treatments
Hemofiltrations,D006440,Hemofiltration,treatments
Arteriovenous Hemofiltration,D006440,Hemofiltration,treatments
Arteriovenous Hemofiltrations,D006440,Hemofiltration,treatments
"Hemofiltration, Arteriovenous",D006440,Hemofiltration,treatments
Venovenous Hemofiltration,D006440,Hemofiltration,treatments
"Hemofiltration, Venovenous",D006440,Hemofiltration,treatments
Venovenous Hemofiltrations,D006440,Hemofiltration,treatments
Hemoglobin A,D006441,Hemoglobin A,drugs
Glycated Hemoglobin,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycated",D006442,Glycated Hemoglobin,drugs
Glycohemoglobin,D006442,Glycated Hemoglobin,drugs
Glycohemoglobins,D006442,Glycated Hemoglobin,drugs
Glycated Hemoglobins,D006442,Glycated Hemoglobin,drugs
"Hemoglobins, Glycated",D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycosylated",D006442,Glycated Hemoglobin,drugs
Glycosylated Hemoglobin,D006442,Glycated Hemoglobin,drugs
Hb A1a-2,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycated A1a-2",D006442,Glycated Hemoglobin,drugs
"A1a-2 Hemoglobin, Glycated",D006442,Glycated Hemoglobin,drugs
Glycated A1a-2 Hemoglobin,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycated A1a 2",D006442,Glycated Hemoglobin,drugs
Glycated Hemoglobin A,D006442,Glycated Hemoglobin,drugs
"Hemoglobin A, Glycated",D006442,Glycated Hemoglobin,drugs
Glycohemoglobin A,D006442,Glycated Hemoglobin,drugs
Hb A1a+b,D006442,Glycated Hemoglobin,drugs
Hb A1c,D006442,Glycated Hemoglobin,drugs
Hemoglobin A(1),D006442,Glycated Hemoglobin,drugs
Glycosylated Hemoglobin A,D006442,Glycated Hemoglobin,drugs
"Hemoglobin A, Glycosylated",D006442,Glycated Hemoglobin,drugs
Hb A1,D006442,Glycated Hemoglobin,drugs
HbA1,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycosylated A1a-1",D006442,Glycated Hemoglobin,drugs
"A1a-1 Hemoglobin, Glycosylated",D006442,Glycated Hemoglobin,drugs
Glycosylated A1a-1 Hemoglobin,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycosylated A1a 1",D006442,Glycated Hemoglobin,drugs
Hb A1a-1,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycated A1b",D006442,Glycated Hemoglobin,drugs
"A1b Hemoglobin, Glycated",D006442,Glycated Hemoglobin,drugs
Glycated A1b Hemoglobin,D006442,Glycated Hemoglobin,drugs
"Hemoglobin, Glycosylated A1b",D006442,Glycated Hemoglobin,drugs
"A1b Hemoglobin, Glycosylated",D006442,Glycated Hemoglobin,drugs
Glycosylated A1b Hemoglobin,D006442,Glycated Hemoglobin,drugs
Hb A1b,D006442,Glycated Hemoglobin,drugs
Glycated Hemoglobin A1c,D006442,Glycated Hemoglobin,drugs
"Hemoglobin A1c, Glycated",D006442,Glycated Hemoglobin,drugs
Glycosylated Hemoglobin A1c,D006442,Glycated Hemoglobin,drugs
"Hemoglobin A1c, Glycosylated",D006442,Glycated Hemoglobin,drugs
Fructated Hemoglobins,D006442,Glycated Hemoglobin,drugs
"Hemoglobins, Fructated",D006442,Glycated Hemoglobin,drugs
Hemoglobin A2,D006443,Hemoglobin A2,drugs
"A2, Hemoglobin",D006443,Hemoglobin A2,drugs
Hemoglobin C,D006444,Hemoglobin C,drugs
Hemoglobin C Disease,D006445,Hemoglobin C Disease,diseases
"C Disease, Hemoglobin",D006445,Hemoglobin C Disease,diseases
"C Diseases, Hemoglobin",D006445,Hemoglobin C Disease,diseases
Hemoglobin C Diseases,D006445,Hemoglobin C Disease,diseases
Hemoglobin-C Disease,D006445,Hemoglobin C Disease,diseases
Hemoglobin-C Diseases,D006445,Hemoglobin C Disease,diseases
Hemoglobin E,D006446,Hemoglobin E,drugs
Hemoglobin H,D006447,Hemoglobin H,drugs
Hemoglobin J,D006448,Hemoglobin J,drugs
Hemoglobin M,D006449,Hemoglobin M,drugs
Hemoglobin SC Disease,D006450,Hemoglobin SC Disease,diseases
"Disease, Hemoglobin SC",D006450,Hemoglobin SC Disease,diseases
"Diseases, Hemoglobin SC",D006450,Hemoglobin SC Disease,diseases
Hemoglobin SC Diseases,D006450,Hemoglobin SC Disease,diseases
"SC Disease, Hemoglobin",D006450,Hemoglobin SC Disease,diseases
"SC Diseases, Hemoglobin",D006450,Hemoglobin SC Disease,diseases
SC Disease,D006450,Hemoglobin SC Disease,diseases
"Disease, SC",D006450,Hemoglobin SC Disease,diseases
"Diseases, SC",D006450,Hemoglobin SC Disease,diseases
SC Diseases,D006450,Hemoglobin SC Disease,diseases
Sickle Cell Hemoglobin C Disease,D006450,Hemoglobin SC Disease,diseases
"Hemoglobin, Sickle",D006451,"Hemoglobin, Sickle",drugs
Sickle Hemoglobin,D006451,"Hemoglobin, Sickle",drugs
Hemoglobin S,D006451,"Hemoglobin, Sickle",drugs
Deoxyhemoglobin S,D006451,"Hemoglobin, Sickle",drugs
Deoxygenated Sickle Hemoglobin,D006451,"Hemoglobin, Sickle",drugs
"Hemoglobin, Deoxygenated Sickle",D006451,"Hemoglobin, Sickle",drugs
"Sickle Hemoglobin, Deoxygenated",D006451,"Hemoglobin, Sickle",drugs
Hemoglobin SS,D006451,"Hemoglobin, Sickle",drugs
"SS, Hemoglobin",D006451,"Hemoglobin, Sickle",drugs
Hemoglobinometry,D006452,Hemoglobinometry,exams
Hemoglobinometries,D006452,Hemoglobinometry,exams
Hemoglobinopathies,D006453,Hemoglobinopathies,diseases
Hemoglobinopathy,D006453,Hemoglobinopathies,diseases
Hemoglobins,D006454,Hemoglobins,drugs
Hemoglobin,D006454,Hemoglobins,drugs
Eryhem,D006454,Hemoglobins,drugs
Ferrous Hemoglobin,D006454,Hemoglobins,drugs
"Hemoglobin, Ferrous",D006454,Hemoglobins,drugs
"Hemoglobins, Abnormal",D006455,"Hemoglobins, Abnormal",drugs
Abnormal Hemoglobins,D006455,"Hemoglobins, Abnormal",drugs
Hemoglobinuria,D006456,Hemoglobinuria,diseases
"Hemoglobinuria, Paroxysmal",D006457,"Hemoglobinuria, Paroxysmal",diseases
Paroxysmal Hemoglobinuria,D006457,"Hemoglobinuria, Paroxysmal",diseases
Paroxysmal Nocturnal Hemoglobinuria,D006457,"Hemoglobinuria, Paroxysmal",diseases
"Hemoglobinuria, Paroxysmal Nocturnal",D006457,"Hemoglobinuria, Paroxysmal",diseases
Marchiafava-Micheli Syndrome,D006457,"Hemoglobinuria, Paroxysmal",diseases
Marchiafava Micheli Syndrome,D006457,"Hemoglobinuria, Paroxysmal",diseases
"Syndrome, Marchiafava-Micheli",D006457,"Hemoglobinuria, Paroxysmal",diseases
"Paroxysmal Hemoglobinuria, Nocturnal",D006457,"Hemoglobinuria, Paroxysmal",diseases
"Hemoglobinuria, Nocturnal Paroxysmal",D006457,"Hemoglobinuria, Paroxysmal",diseases
Nocturnal Paroxysmal Hemoglobinuria,D006457,"Hemoglobinuria, Paroxysmal",diseases
Paroxysmal Cold Hemoglobinuria,D006457,"Hemoglobinuria, Paroxysmal",diseases
"Hemoglobinuria, Paroxysmal Cold",D006457,"Hemoglobinuria, Paroxysmal",diseases
"Paroxysmal Hemoglobinuria, Cold",D006457,"Hemoglobinuria, Paroxysmal",diseases
Cold Paroxysmal Hemoglobinuria,D006457,"Hemoglobinuria, Paroxysmal",diseases
"Hemoglobinuria, Cold Paroxysmal",D006457,"Hemoglobinuria, Paroxysmal",diseases
Hemolysin Proteins,D006460,Hemolysin Proteins,drugs
"Proteins, Hemolysin",D006460,Hemolysin Proteins,drugs
Hemolysin,D006460,Hemolysin Proteins,drugs
Hemalysins,D006460,Hemolysin Proteins,drugs
Hemolysins,D006460,Hemolysin Proteins,drugs
Hemolysis,D006461,Hemolysis,diseases
Haemolysis,D006461,Hemolysis,diseases
Haemolyses,D006461,Hemolysis,diseases
Intravascular Hemolysis,D006461,Hemolysis,diseases
"Hemolyses, Intravascular",D006461,Hemolysis,diseases
"Hemolysis, Intravascular",D006461,Hemolysis,diseases
Intravascular Hemolyses,D006461,Hemolysis,diseases
Extravascular Hemolysis,D006461,Hemolysis,diseases
Extravascular Hemolyses,D006461,Hemolysis,diseases
"Hemolyses, Extravascular",D006461,Hemolysis,diseases
"Hemolysis, Extravascular",D006461,Hemolysis,diseases
Hemolytic Plaque Technique,D006462,Hemolytic Plaque Technique,exams
Hemolytic Plaque Techniques,D006462,Hemolytic Plaque Technique,exams
"Plaque Technique, Hemolytic",D006462,Hemolytic Plaque Technique,exams
"Plaque Techniques, Hemolytic",D006462,Hemolytic Plaque Technique,exams
"Technique, Hemolytic Plaque",D006462,Hemolytic Plaque Technique,exams
"Techniques, Hemolytic Plaque",D006462,Hemolytic Plaque Technique,exams
Hemolytic Plaque Technic,D006462,Hemolytic Plaque Technique,exams
Hemolytic Plaque Technics,D006462,Hemolytic Plaque Technique,exams
"Plaque Technic, Hemolytic",D006462,Hemolytic Plaque Technique,exams
"Plaque Technics, Hemolytic",D006462,Hemolytic Plaque Technique,exams
"Technic, Hemolytic Plaque",D006462,Hemolytic Plaque Technique,exams
"Technics, Hemolytic Plaque",D006462,Hemolytic Plaque Technique,exams
Jerne's Plaque Technic,D006462,Hemolytic Plaque Technique,exams
Jerne Plaque Technic,D006462,Hemolytic Plaque Technique,exams
Jernes Plaque Technic,D006462,Hemolytic Plaque Technique,exams
"Plaque Technic, Jerne's",D006462,Hemolytic Plaque Technique,exams
"Technic, Jerne's Plaque",D006462,Hemolytic Plaque Technique,exams
Jerne's Plaque Technique,D006462,Hemolytic Plaque Technique,exams
Jerne Plaque Technique,D006462,Hemolytic Plaque Technique,exams
Jernes Plaque Technique,D006462,Hemolytic Plaque Technique,exams
"Plaque Technique, Jerne's",D006462,Hemolytic Plaque Technique,exams
"Technique, Jerne's Plaque",D006462,Hemolytic Plaque Technique,exams
Hemolytic-Uremic Syndrome,D006463,Hemolytic-Uremic Syndrome,diseases
Hemolytic Uremic Syndrome,D006463,Hemolytic-Uremic Syndrome,diseases
"Syndrome, Hemolytic-Uremic",D006463,Hemolytic-Uremic Syndrome,diseases
Gasser Syndrome,D006463,Hemolytic-Uremic Syndrome,diseases
Gasser's Syndrome,D006463,Hemolytic-Uremic Syndrome,diseases
Gassers Syndrome,D006463,Hemolytic-Uremic Syndrome,diseases
Hemoperfusion,D006464,Hemoperfusion,treatments
Hemoperfusions,D006464,Hemoperfusion,treatments
Hemosorption,D006464,Hemoperfusion,treatments
Hemosorptions,D006464,Hemoperfusion,treatments
Hemoperitoneum,D006465,Hemoperitoneum,diseases
Hemoperitoneums,D006465,Hemoperitoneum,diseases
Hemopexin,D006466,Hemopexin,drugs
Hemophilia A,D006467,Hemophilia A,diseases
Hemophilia As,D006467,Hemophilia A,diseases
Classic Hemophilia,D006467,Hemophilia A,diseases
Classic Hemophilias,D006467,Hemophilia A,diseases
"Hemophilias, Classic",D006467,Hemophilia A,diseases
Haemophilia,D006467,Hemophilia A,diseases
Hemophilia,D006467,Hemophilia A,diseases
"Hemophilia A, Congenital",D006467,Hemophilia A,diseases
Congenital Hemophilia A,D006467,Hemophilia A,diseases
Congenital Hemophilia As,D006467,Hemophilia A,diseases
"Hemophilia As, Congenital",D006467,Hemophilia A,diseases
"Hemophilia, Classic",D006467,Hemophilia A,diseases
Autosomal Hemophilia A,D006467,Hemophilia A,diseases
"As, Autosomal Hemophilia",D006467,Hemophilia A,diseases
Autosomal Hemophilia As,D006467,Hemophilia A,diseases
"Hemophilia A, Autosomal",D006467,Hemophilia A,diseases
"Hemophilia As, Autosomal",D006467,Hemophilia A,diseases
Factor VIII Deficiency,D006467,Hemophilia A,diseases
"Deficiency, Factor VIII",D006467,Hemophilia A,diseases
"Factor 8 Deficiency, Congenital",D006467,Hemophilia A,diseases
"Factor VIII Deficiency, Congenital",D006467,Hemophilia A,diseases
Hemopneumothorax,D006468,Hemopneumothorax,diseases
Hemoptysis,D006469,Hemoptysis,diseases
Hemoptyses,D006469,Hemoptysis,diseases
Hemorrhage,D006470,Hemorrhage,diseases
Hemorrhages,D006470,Hemorrhage,diseases
Bleeding,D006470,Hemorrhage,diseases
Gastrointestinal Hemorrhage,D006471,Gastrointestinal Hemorrhage,diseases
"Hemorrhage, Gastrointestinal",D006471,Gastrointestinal Hemorrhage,diseases
Gastrointestinal Hemorrhages,D006471,Gastrointestinal Hemorrhage,diseases
Hematochezia,D006471,Gastrointestinal Hemorrhage,diseases
Hematochezias,D006471,Gastrointestinal Hemorrhage,diseases
Oral Hemorrhage,D006472,Oral Hemorrhage,diseases
"Hemorrhage, Oral",D006472,Oral Hemorrhage,diseases
Oral Hemorrhages,D006472,Oral Hemorrhage,diseases
Postpartum Hemorrhage,D006473,Postpartum Hemorrhage,diseases
"Hemorrhage, Postpartum",D006473,Postpartum Hemorrhage,diseases
Delayed Postpartum Hemorrhage,D006473,Postpartum Hemorrhage,diseases
"Hemorrhage, Delayed Postpartum",D006473,Postpartum Hemorrhage,diseases
"Postpartum Hemorrhage, Delayed",D006473,Postpartum Hemorrhage,diseases
Immediate Postpartum Hemorrhage,D006473,Postpartum Hemorrhage,diseases
"Hemorrhage, Immediate Postpartum",D006473,Postpartum Hemorrhage,diseases
"Postpartum Hemorrhage, Immediate",D006473,Postpartum Hemorrhage,diseases
Hemorrhagic Disorders,D006474,Hemorrhagic Disorders,diseases
"Disorder, Hemorrhagic",D006474,Hemorrhagic Disorders,diseases
"Disorders, Hemorrhagic",D006474,Hemorrhagic Disorders,diseases
Hemorrhagic Disorder,D006474,Hemorrhagic Disorders,diseases
Hemorrhagic Diathesis,D006474,Hemorrhagic Disorders,diseases
"Diatheses, Hemorrhagic",D006474,Hemorrhagic Disorders,diseases
"Diathesis, Hemorrhagic",D006474,Hemorrhagic Disorders,diseases
Hemorrhagic Diatheses,D006474,Hemorrhagic Disorders,diseases
Vitamin K Deficiency Bleeding,D006475,Vitamin K Deficiency Bleeding,diseases
Hemorrhagic Disease of Newborn,D006475,Vitamin K Deficiency Bleeding,diseases
Newborn Hemorrhagic Disease,D006475,Vitamin K Deficiency Bleeding,diseases
Newborn Hemorrhagic Diseases,D006475,Vitamin K Deficiency Bleeding,diseases
"Hemorrhagic Fever, American",D006478,"Hemorrhagic Fever, American",diseases
"Fever, American Hemorrhagic",D006478,"Hemorrhagic Fever, American",diseases
American Hemorrhagic Fever,D006478,"Hemorrhagic Fever, American",diseases
American Hemorrhagic Fevers,D006478,"Hemorrhagic Fever, American",diseases
"Hemorrhagic Fever, Argentinian",D006478,"Hemorrhagic Fever, American",diseases
Argentinian Hemorrhagic Fever,D006478,"Hemorrhagic Fever, American",diseases
"Fever, Argentinian Hemorrhagic",D006478,"Hemorrhagic Fever, American",diseases
Argentine Hemorrhagic Fever,D006478,"Hemorrhagic Fever, American",diseases
"Fever, Argentine Hemorrhagic",D006478,"Hemorrhagic Fever, American",diseases
"Hemorrhagic Fever, Argentine",D006478,"Hemorrhagic Fever, American",diseases
Junin virus Infection,D006478,"Hemorrhagic Fever, American",diseases
"Infection, Junin virus",D006478,"Hemorrhagic Fever, American",diseases
Junin virus Infections,D006478,"Hemorrhagic Fever, American",diseases
"Hemorrhagic Fever, Bolivian",D006478,"Hemorrhagic Fever, American",diseases
"Fever, Bolivian Hemorrhagic",D006478,"Hemorrhagic Fever, American",diseases
Machupo virus Infection,D006478,"Hemorrhagic Fever, American",diseases
"Infection, Machupo virus",D006478,"Hemorrhagic Fever, American",diseases
Machupo virus Infections,D006478,"Hemorrhagic Fever, American",diseases
Bolivian Hemorrhagic Fever,D006478,"Hemorrhagic Fever, American",diseases
Bolivian Hemorrhagic Fevers,D006478,"Hemorrhagic Fever, American",diseases
Brazilian Hemorrhagic Fever,D006478,"Hemorrhagic Fever, American",diseases
"Fever, Brazilian Hemorrhagic",D006478,"Hemorrhagic Fever, American",diseases
"Hemorrhagic Fever, Brazilian",D006478,"Hemorrhagic Fever, American",diseases
Brazilian Hemorrhagic Fevers,D006478,"Hemorrhagic Fever, American",diseases
Sabia virus Infection,D006478,"Hemorrhagic Fever, American",diseases
"Infection, Sabia virus",D006478,"Hemorrhagic Fever, American",diseases
Sabia virus Infections,D006478,"Hemorrhagic Fever, American",diseases
"Hemorrhagic Fever, Crimean",D006479,"Hemorrhagic Fever, Crimean",diseases
Crimean Hemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
"Fever, Crimean Hemorrhagic",D006479,"Hemorrhagic Fever, Crimean",diseases
Crimean-Congo Hemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
Crimean Congo Hemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
"Fever, Crimean-Congo Hemorrhagic",D006479,"Hemorrhagic Fever, Crimean",diseases
"Hemorrhagic Fever, Crimean-Congo",D006479,"Hemorrhagic Fever, Crimean",diseases
Crimean-Congo Haemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
Crimean Congo Haemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
"Fever, Crimean-Congo Haemorrhagic",D006479,"Hemorrhagic Fever, Crimean",diseases
"Haemorrhagic Fever, Crimean-Congo",D006479,"Hemorrhagic Fever, Crimean",diseases
Congo-Crimean Hemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
Congo Crimean Hemorrhagic Fever,D006479,"Hemorrhagic Fever, Crimean",diseases
"Fever, Congo-Crimean Hemorrhagic",D006479,"Hemorrhagic Fever, Crimean",diseases
"Hemorrhagic Fever, Congo-Crimean",D006479,"Hemorrhagic Fever, Crimean",diseases
"Infection, Congo Virus",D006479,"Hemorrhagic Fever, Crimean",diseases
Congo Virus Infection,D006479,"Hemorrhagic Fever, Crimean",diseases
Hemorrhagic Fever with Renal Syndrome,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Hemorrhagic Nephroso-Nephritis,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Hemorrhagic Nephroso-Nephritides,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Hemorrhagic Nephroso Nephritis,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Nephroso-Nephritides, Hemorrhagic",D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Nephroso-Nephritis, Hemorrhagic",D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Hemorrhagic Fever, Epidemic",D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Epidemic Hemorrhagic Fever,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Epidemic Hemorrhagic Fevers,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Hemorrhagic Fevers, Epidemic",D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Hemorrhagic Fever, Korean",D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Korean Hemorrhagic Fever,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
HFRS,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
Nephropathia Epidemica,D006480,Hemorrhagic Fever with Renal Syndrome,diseases
"Hemorrhagic Fever, Omsk",D006481,"Hemorrhagic Fever, Omsk",diseases
"Fever, Omsk Hemorrhagic",D006481,"Hemorrhagic Fever, Omsk",diseases
